id,first_name,last_name,age,email,gender,marital_status,number_of_children,education_level,job,salary,savings,housing,current_loans,monthly_expenses
822,Winfred,MacNeillie,120,wmacneilliemt@phpbb.com,Female,single,3,Bachelor's Degree,Employed,42909.59,216200.12,Yes,No,18257.56
823,Noelani,Salvidge,44,nsalvidgemu@latimes.com,Female,single,0,Bachelor's Degree,Retired,19579.8,182625.84,No,No,4577.16
824,Waiter,Skechley,114,wskechleymv@photobucket.com,Female,widowed,0,Bachelor's Degree,Employed,121594.67,90466.66,Yes,No,22859.83
825,Sandro,Bartlosz,48,sbartloszmw@dailymotion.com,Female,married,0,Bachelor's Degree,Employed,187564.97,104607.6,No,Yes,5005.98
826,Jefferey,Brookes,103,jbrookesmx@vimeo.com,Male,married,0,High School Diploma,Retired,197648.34,,No,No,10760.93
827,Leif,Percifer,49,lpercifermy@un.org,Female,single,5,High School Diploma,Retired,130709.19,49955.86,Yes,No,12973.92
828,Laurens,Fedorchenko,84,lfedorchenkomz@a8.net,Female,single,1,High School Diploma,Retired,245596.88,,No,No,3839.92
829,Aila,Itscowicz,42,aitscowiczn0@devhub.com,Female,married,0,Bachelor's Degree,Employed,226906.83,215467.46,Yes,No,15587.99
830,Fitz,Vaskov,95,fvaskovn1@quantcast.com,Male,single,5,Bachelor's Degree,Employed,231514.78,,No,Yes,17265.87
831,Erick,Sheardown,65,esheardownn2@umn.edu,Female,single,5,Master's Degree,Employed,245024.03,,No,No,18925.64
832,Cornie,Akred,60,cakredn3@domainmarket.com,Female,divorced,2,Master's Degree,Employed,21193.97,60131.48,No,No,6357.95
833,Lindsay,Cumes,58,lcumesn4@berkeley.edu,Female,divorced,5,Bachelor's Degree,Unemployed,62459.78,68235.96,No,Yes,14260.03
834,Debi,Shurrock,27,dshurrockn5@ucla.edu,Female,divorced,3,Master's Degree,Retired,225918.59,31723.06,No,No,17959.98
835,Margarethe,Alyutin,113,malyutinn6@wufoo.com,Female,married,5,PhD,Retired,143876.66,,No,No,23771.4
836,Cosmo,Rizzo,35,crizzon7@mtv.com,Male,widowed,1,Bachelor's Degree,Retired,81958.67,240177.21,Yes,No,914.8
837,Vassily,Lawley,40,vlawleyn8@oracle.com,Male,divorced,3,Master's Degree,Employed,165525.18,243996.22,Yes,No,5788.39
838,Jessalyn,Arnley,19,jarnleyn9@woothemes.com,Female,divorced,3,High School Diploma,Employed,107305.47,241163.1,Yes,Yes,11729.76
839,Hewitt,Fadian,42,hfadianna@amazon.com,Female,divorced,3,PhD,Employed,38405.11,72732.15,No,No,10776.7
840,Sunny,Fusco,42,sfusconb@disqus.com,Female,divorced,2,Bachelor's Degree,Unemployed,155225.96,118801.36,Yes,Yes,12386.96
841,Tabbatha,Itzcak,43,titzcaknc@opensource.org,Female,single,1,PhD,Unemployed,249368.83,60986.32,No,Yes,16819.27
842,Christophe,Nourse,83,cnoursend@engadget.com,Female,divorced,2,Bachelor's Degree,Employed,57316.98,15888.22,Yes,Yes,3573.33
843,Gustav,Huckstepp,52,ghucksteppne@vk.com,Female,widowed,2,PhD,Employed,104694.29,196506.88,Yes,Yes,6035.52
844,Patti,Escudier,44,pescudiernf@tmall.com,Male,single,5,Bachelor's Degree,Unemployed,106337.23,75902.24,Yes,No,18945.11
845,Rochester,Hatherley,45,rhatherleyng@nih.gov,Male,married,0,Bachelor's Degree,Employed,200392.02,,Yes,Yes,11689.17
846,Currey,Casacchia,47,ccasacchianh@tiny.cc,Female,widowed,4,Master's Degree,Retired,160650.74,53503.14,No,Yes,10829.46
847,Kristofor,Udey,91,kudeyni@last.fm,Female,married,0,Bachelor's Degree,Employed,226579.69,,No,Yes,6636.64
848,Chad,Loader,91,cloadernj@answers.com,Female,married,4,Master's Degree,Unemployed,22221.03,230994.98,No,Yes,846.19
849,Xaviera,Rodolphe,33,xrodolphenk@deviantart.com,Female,married,0,Bachelor's Degree,Employed,178094.44,200309.74,No,Yes,19840.85
850,Elle,Saban,21,esabannl@youku.com,Male,divorced,0,High School Diploma,Employed,161824.9,44912.98,No,Yes,20565.31
851,Neron,Romer,102,nromernm@mysql.com,Female,single,5,Master's Degree,Retired,46764.8,26334.47,No,No,16058.96
852,Valle,Kolczynski,46,vkolczynskinn@cam.ac.uk,Female,divorced,2,High School Diploma,Unemployed,93741.98,86388.4,No,No,1730.61
853,Pernell,Lisciandro,48,plisciandrono@privacy.gov.au,Female,divorced,3,Master's Degree,Retired,106623.86,13683.56,Yes,Yes,22678.24
854,Ingaborg,Isworth,105,iisworthnp@163.com,Male,divorced,5,Master's Degree,Employed,179574.35,13693.3,No,Yes,9360.46
855,Yetta,Learoyde,86,ylearoydenq@psu.edu,Female,widowed,0,Master's Degree,Employed,138471.25,141282.98,Yes,Yes,1536.07
856,Esther,Tudball,44,etudballnr@so-net.ne.jp,Male,divorced,4,High School Diploma,Retired,156650.05,16564.56,Yes,Yes,15631.96
857,Talyah,Raleston,84,tralestonns@telegraph.co.uk,Female,single,5,PhD,Unemployed,131823.38,194649.87,No,No,17415.61
858,Annette,Kimberley,52,akimberleynt@google.fr,Male,married,2,High School Diploma,Unemployed,26782.03,55671.76,Yes,Yes,16417.83
859,Cally,Dono,86,cdononu@topsy.com,Male,widowed,5,PhD,Retired,17281.65,207143.17,No,No,1766.5
860,Ashlin,Scutts,41,ascuttsnv@eepurl.com,Male,divorced,4,Master's Degree,Employed,111296.64,116240.75,No,Yes,17748.42
861,Rebecca,Pirazzi,118,rpirazzinw@hubpages.com,Male,single,4,Master's Degree,Employed,180069.6,205718.03,Yes,Yes,3906.16
862,Bea,Beuscher,77,bbeuschernx@exblog.jp,Male,single,4,High School Diploma,Retired,138699.17,,Yes,Yes,5761.8
863,Herbert,Charge,110,hchargeny@opensource.org,Female,widowed,4,Bachelor's Degree,Unemployed,76190.37,,Yes,No,10269.84
864,Dorelia,Mulberry,101,dmulberrynz@youtube.com,Female,married,1,Master's Degree,Unemployed,35773.95,46859.37,No,Yes,23329.92
865,Hayden,Sayce,39,hsayceo0@plala.or.jp,Male,single,5,PhD,Employed,81978.53,210749.93,No,No,19140.73
866,Tiffy,Chifney,83,tchifneyo1@comcast.net,Female,married,3,Master's Degree,Employed,102389.71,234580.18,Yes,No,23259.74
867,Mellicent,Pascho,39,mpaschoo2@blogspot.com,Female,single,4,Master's Degree,Retired,59459.37,,No,Yes,21360.22
868,Prue,McEllen,87,pmcelleno3@multiply.com,Female,single,0,Master's Degree,Retired,202645.59,133257.0,Yes,Yes,3180.28
869,Sydel,McKelvey,30,smckelveyo4@independent.co.uk,Male,married,0,PhD,Retired,149588.47,51514.84,Yes,Yes,15762.96
870,Yanaton,Emblin,49,yemblino5@qq.com,Female,widowed,4,PhD,Unemployed,245274.96,105926.33,No,No,20201.84
871,Redford,Fogden,107,rfogdeno6@studiopress.com,Female,widowed,0,High School Diploma,Employed,182260.8,103263.82,No,No,22570.37
872,Ilaire,Sleet,56,isleeto7@skype.com,Female,single,1,PhD,Employed,107017.77,,No,Yes,4810.69
873,See,Acreman,75,sacremano8@fema.gov,Female,widowed,5,PhD,Retired,173555.03,112500.73,Yes,Yes,3934.55
874,Grange,Cruce,52,gcruceo9@multiply.com,Female,single,0,High School Diploma,Employed,246046.78,179294.06,No,No,21980.17
875,Janka,Plevey,104,jpleveyoa@google.co.jp,Male,widowed,3,Bachelor's Degree,Retired,197502.29,68368.91,Yes,No,11192.94
876,Shaughn,Coen,84,scoenob@bbc.co.uk,Male,divorced,2,PhD,Retired,144660.0,,Yes,Yes,15445.6
877,Craig,Skeermer,96,cskeermeroc@yahoo.com,Female,single,0,PhD,Retired,109198.14,36022.47,No,Yes,4667.26
878,Reg,Hurndall,115,rhurndallod@taobao.com,Male,married,4,PhD,Retired,81620.07,105425.58,Yes,No,20641.96
879,Bartholomeus,Richen,79,brichenoe@miitbeian.gov.cn,Male,divorced,0,High School Diploma,Unemployed,138418.18,234235.54,Yes,No,10154.26
880,Langsdon,Wyse,85,lwyseof@usnews.com,Male,married,2,High School Diploma,Employed,244684.56,238236.64,No,No,18426.63
881,Ashlee,Doy,79,adoyog@home.pl,Female,widowed,1,Bachelor's Degree,Employed,93626.18,87772.7,No,Yes,7496.54
882,Viola,Guillotin,61,vguillotinoh@hubpages.com,Female,divorced,1,Bachelor's Degree,Employed,194372.91,190483.59,No,Yes,21259.27
883,Tamarra,Tomasi,118,ttomasioi@merriam-webster.com,Male,married,4,Master's Degree,Unemployed,156266.1,239836.94,Yes,No,17292.12
884,Shel,Cassy,79,scassyoj@smh.com.au,Female,widowed,4,Master's Degree,Retired,219416.23,1003.02,Yes,No,24784.82
885,Ruben,Machan,118,rmachanok@msn.com,Male,single,1,High School Diploma,Retired,245910.81,141791.65,Yes,No,510.68
886,Celesta,Gilhouley,49,cgilhouleyol@phoca.cz,Female,widowed,0,PhD,Employed,44561.04,120731.79,Yes,No,15502.18
887,Kristoffer,Boss,109,kbossom@indiatimes.com,Female,widowed,2,PhD,Unemployed,83302.46,201821.09,Yes,Yes,15115.42
888,Carline,Jendrusch,53,cjendruschon@businessinsider.com,Female,divorced,5,Bachelor's Degree,Unemployed,37880.55,133210.75,No,No,4262.96
889,Johnny,Grzeszczyk,91,jgrzeszczykoo@blogs.com,Female,married,4,High School Diploma,Retired,117033.63,131621.62,Yes,No,15793.74
890,Kellby,Nolin,52,knolinop@nydailynews.com,Male,divorced,5,PhD,Retired,225402.71,,No,No,18029.24
891,Trenna,Arington,37,taringtonoq@intel.com,Female,divorced,1,Bachelor's Degree,Unemployed,189627.33,133381.85,Yes,No,8046.37
892,Yvonne,Rains,43,yrainsor@craigslist.org,Female,single,3,Master's Degree,Unemployed,93662.88,76783.36,No,No,12312.21
893,Sacha,Oulner,40,soulneros@paginegialle.it,Male,widowed,5,High School Diploma,Retired,57797.49,49878.94,Yes,No,12506.45
894,Allard,Bartrap,117,abartrapot@dropbox.com,Female,married,2,High School Diploma,Unemployed,114804.96,25325.17,No,No,24343.88
895,Lenard,St Ledger,93,lstledgerou@ning.com,Female,widowed,3,PhD,Unemployed,107797.86,189123.96,No,Yes,19670.4
896,Suzann,Tarbin,98,starbinov@youtu.be,Female,single,2,High School Diploma,Unemployed,126328.88,58281.09,No,Yes,23066.68
897,Ilario,Elbourn,78,ielbournow@usgs.gov,Female,widowed,2,PhD,Unemployed,190660.84,118190.84,Yes,No,5028.03
898,Willie,Gini,74,wginiox@myspace.com,Male,married,5,Bachelor's Degree,Unemployed,197637.86,,No,Yes,18540.48
899,Hobart,Lyddiatt,41,hlyddiattoy@joomla.org,Male,widowed,5,High School Diploma,Unemployed,134653.1,248300.46,No,Yes,20542.76
900,Lezlie,McPhillimey,67,lmcphillimeyoz@free.fr,Male,widowed,4,High School Diploma,Employed,57926.33,44751.34,Yes,Yes,10518.47
901,Mil,Ginnally,85,mginnallyp0@chicagotribune.com,Male,single,4,Master's Degree,Unemployed,169492.21,147525.3,Yes,No,22782.99
902,Miran,Brehat,113,mbrehatp1@cpanel.net,Female,single,3,High School Diploma,Unemployed,219848.1,124595.77,Yes,No,12870.21
903,Viviana,Kasher,44,vkasherp2@omniture.com,Female,widowed,1,High School Diploma,Retired,160517.14,27420.94,No,Yes,11011.25
904,Moses,deKnevet,45,mdeknevetp3@engadget.com,Male,divorced,5,PhD,Employed,77041.87,166381.23,Yes,Yes,17527.93
905,Cort,Showte,30,cshowtep4@state.tx.us,Male,widowed,0,Master's Degree,Retired,101011.25,170346.94,Yes,No,7795.81
906,Dexter,Holsey,76,dholseyp5@patch.com,Female,single,2,Bachelor's Degree,Employed,212993.7,150432.09,No,No,10170.5
907,Silvester,Breinlein,43,sbreinleinp6@i2i.jp,Male,divorced,1,Bachelor's Degree,Retired,216295.24,,No,No,21935.07
908,Bobbie,Grutchfield,64,bgrutchfieldp7@europa.eu,Female,married,2,PhD,Retired,202309.91,80170.8,No,Yes,7380.2
909,Hetty,Goathrop,27,hgoathropp8@jigsy.com,Female,single,3,Master's Degree,Retired,56813.78,114351.8,Yes,Yes,21103.24
910,Tobey,Castellaccio,65,tcastellacciop9@github.io,Female,widowed,0,Master's Degree,Retired,104064.47,53794.96,No,No,24604.47
911,Marleen,Urwin,76,murwinpa@squarespace.com,Female,divorced,2,Master's Degree,Retired,38139.0,229632.87,No,No,18455.85
912,Giacopo,O'Dare,21,godarepb@ucsd.edu,Female,married,1,PhD,Unemployed,242102.38,169003.07,No,No,5506.13
913,Pavla,Wedlake,59,pwedlakepc@altervista.org,Female,single,4,Master's Degree,Employed,110899.4,,Yes,Yes,18341.41
914,Sabra,Wash,26,swashpd@dmoz.org,Male,widowed,0,High School Diploma,Retired,46914.99,240942.54,Yes,No,5134.32
915,Brandice,Lauga,38,blaugape@comsenz.com,Male,married,5,High School Diploma,Retired,209096.52,11916.0,No,Yes,10771.84
916,Pavlov,Vallentin,119,pvallentinpf@addtoany.com,Male,divorced,4,PhD,Unemployed,201008.03,175553.59,Yes,Yes,12004.34
917,Rochella,Egdale,30,regdalepg@wisc.edu,Male,single,2,Master's Degree,Unemployed,231967.85,2603.71,Yes,No,15292.37
918,Clark,Sankey,27,csankeyph@flavors.me,Female,single,4,PhD,Employed,125072.68,98363.91,Yes,No,3309.94
919,Roma,Druitt,88,rdruittpi@csmonitor.com,Female,divorced,1,Master's Degree,Employed,231264.33,13664.89,No,Yes,18856.78
920,Jefferson,Zorzini,43,jzorzinipj@marketwatch.com,Female,widowed,2,Master's Degree,Unemployed,174852.85,186642.63,Yes,Yes,2316.08
921,Jewelle,Nafziger,70,jnafzigerpk@tmall.com,Female,widowed,2,High School Diploma,Employed,56525.85,87264.14,Yes,Yes,14154.18
922,Consolata,Couvert,85,ccouvertpl@unblog.fr,Female,married,5,Bachelor's Degree,Unemployed,86233.22,,Yes,No,13800.59
923,Timothee,Lalonde,75,tlalondepm@epa.gov,Male,widowed,0,PhD,Unemployed,211287.96,34181.52,Yes,No,16209.86
924,Cassaundra,Corkish,107,ccorkishpn@about.me,Male,widowed,3,Bachelor's Degree,Retired,57006.83,132083.53,No,No,10271.12
925,Hugh,Rotherham,64,hrotherhampo@ebay.com,Female,divorced,3,PhD,Employed,21730.59,,Yes,No,555.95
926,Bekki,Manass,42,bmanasspp@elegantthemes.com,Female,divorced,5,PhD,Employed,21596.25,86041.92,Yes,No,11057.16
927,Shurwood,Meddemmen,64,smeddemmenpq@google.cn,Female,divorced,4,High School Diploma,Unemployed,162746.17,,No,No,14650.26
928,Kenna,Parks,115,kparkspr@nhs.uk,Female,single,1,Bachelor's Degree,Retired,45759.8,241187.66,No,Yes,12353.73
929,Maynord,Twoohy,103,mtwoohyps@php.net,Female,single,4,Master's Degree,Unemployed,245143.35,,No,No,22238.37
930,Aharon,Drayton,118,adraytonpt@telegraph.co.uk,Male,single,4,PhD,Employed,53619.11,173925.2,Yes,Yes,3814.61
931,Nelle,Depke,94,ndepkepu@studiopress.com,Male,divorced,2,Master's Degree,Employed,215859.65,125639.72,Yes,Yes,9165.86
932,Tiffany,Dominelli,70,tdominellipv@dion.ne.jp,Male,married,2,High School Diploma,Unemployed,181304.21,149296.76,No,Yes,3695.51
933,Cesar,Maidstone,116,cmaidstonepw@alibaba.com,Male,single,0,Bachelor's Degree,Unemployed,172219.4,219197.68,Yes,Yes,12573.17
934,Jolyn,Maus,76,jmauspx@uol.com.br,Female,married,5,Bachelor's Degree,Unemployed,144413.2,,Yes,Yes,21107.58
935,Phil,Jedrychowski,81,pjedrychowskipy@theguardian.com,Female,widowed,3,Bachelor's Degree,Retired,236621.12,145181.84,Yes,Yes,16838.0
936,Bari,Gambrell,45,bgambrellpz@unc.edu,Male,married,2,Bachelor's Degree,Employed,45389.48,29026.5,Yes,Yes,23810.2
937,Merrie,Crop,38,mcropq0@mac.com,Female,widowed,0,PhD,Employed,17479.19,104193.61,No,No,22828.25
938,Ermin,Benfield,112,ebenfieldq1@nba.com,Female,widowed,1,Master's Degree,Retired,24516.78,71687.6,Yes,Yes,21629.7
939,Renae,Ollerton,28,rollertonq2@dailymail.co.uk,Female,divorced,3,Bachelor's Degree,Unemployed,221490.58,65330.11,Yes,No,12685.82
940,Sax,Wolfe,109,swolfeq3@home.pl,Male,married,0,PhD,Employed,59274.43,188645.07,No,Yes,24072.83
941,Tani,Swait,99,tswaitq4@wisc.edu,Female,single,2,PhD,Unemployed,50902.48,26915.32,No,Yes,7169.85
942,Avigdor,Robertet,25,arobertetq5@printfriendly.com,Female,divorced,2,PhD,Employed,164574.9,18661.24,Yes,Yes,1235.53
943,Jamey,Stidever,76,jstideverq6@homestead.com,Male,divorced,0,High School Diploma,Employed,203156.68,46301.48,Yes,Yes,2688.01
944,Bald,Wingar,47,bwingarq7@springer.com,Female,single,5,Bachelor's Degree,Employed,147669.3,44879.73,Yes,Yes,23336.28
945,Smitty,Kann,110,skannq8@cornell.edu,Female,widowed,5,Bachelor's Degree,Unemployed,35465.06,,No,No,16101.84
946,Kerry,Boadby,82,kboadbyq9@ca.gov,Male,married,4,High School Diploma,Unemployed,191815.98,10178.68,No,No,16110.71
947,Roda,Levitt,54,rlevittqa@over-blog.com,Female,divorced,2,PhD,Employed,56098.11,13923.28,No,No,14195.83
948,Ginni,Matiewe,54,gmatieweqb@infoseek.co.jp,Male,widowed,3,PhD,Retired,124443.44,93884.45,Yes,Yes,8436.51
949,Ricki,Candy,22,rcandyqc@nationalgeographic.com,Male,widowed,2,High School Diploma,Retired,213540.29,36435.13,No,No,23605.57
950,Sarita,Gouch,78,sgouchqd@surveymonkey.com,Male,married,4,Master's Degree,Retired,99898.37,196949.06,No,Yes,19177.98
951,Rutter,Turbayne,78,rturbayneqe@hatena.ne.jp,Female,married,0,PhD,Employed,200425.87,,Yes,Yes,17294.97
952,Kellen,Inston,120,kinstonqf@plala.or.jp,Female,divorced,1,Master's Degree,Unemployed,195605.67,,Yes,No,3491.63
953,Clim,Fantini,53,cfantiniqg@a8.net,Male,married,4,Master's Degree,Retired,210764.19,224850.78,No,No,1744.87
954,Lazar,Oram,46,loramqh@mit.edu,Female,single,2,Master's Degree,Employed,72345.89,146099.8,No,Yes,24614.08
955,Davidde,Laurens,68,dlaurensqi@ibm.com,Male,divorced,2,High School Diploma,Employed,210481.63,57723.23,No,Yes,24794.29
956,Loise,Dockerty,83,ldockertyqj@yelp.com,Male,widowed,2,Master's Degree,Unemployed,107280.54,241306.79,Yes,Yes,21061.89
957,Cayla,Rielly,57,criellyqk@geocities.jp,Female,divorced,3,Master's Degree,Unemployed,196207.76,,Yes,Yes,1903.5
958,Faydra,Sargeaunt,117,fsargeauntql@eepurl.com,Male,married,0,Master's Degree,Retired,122390.37,218246.62,Yes,Yes,4289.76
959,Nicola,Kropach,73,nkropachqm@deliciousdays.com,Female,widowed,1,Bachelor's Degree,Retired,175586.79,46304.67,Yes,No,22112.2
960,Francyne,Daelman,60,fdaelmanqn@webnode.com,Female,married,1,Bachelor's Degree,Employed,88736.87,137013.72,No,Yes,2064.91
961,Theo,Gellert,110,tgellertqo@cnbc.com,Female,married,4,High School Diploma,Retired,99277.89,244817.4,No,Yes,1065.57
962,Adria,Nevins,30,anevinsqp@wordpress.org,Female,widowed,2,Bachelor's Degree,Unemployed,216420.86,48533.77,Yes,Yes,18718.27
963,Clayborn,Toxell,79,ctoxellqq@ox.ac.uk,Male,married,2,PhD,Unemployed,126792.74,241947.76,No,No,8163.58
964,Mufinella,Edmons,20,medmonsqr@ucoz.com,Female,widowed,5,Master's Degree,Retired,214434.77,18452.32,No,No,3936.13
965,Margette,Behne,97,mbehneqs@exblog.jp,Male,divorced,5,High School Diploma,Unemployed,97710.31,179988.27,No,Yes,15955.24
966,Elwyn,Adds,52,eaddsqt@bbc.co.uk,Female,widowed,3,Master's Degree,Employed,235401.11,138066.33,Yes,No,13479.73
967,Neill,Nicely,33,nnicelyqu@nymag.com,Female,divorced,1,High School Diploma,Employed,185163.98,,Yes,Yes,14516.36
968,Anne-corinne,Broune,72,abrouneqv@imdb.com,Male,divorced,5,Bachelor's Degree,Employed,237700.23,,No,Yes,21695.0
969,Rosalind,Guinan,42,rguinanqw@surveymonkey.com,Female,single,0,PhD,Unemployed,207313.04,,No,No,10617.89
970,Becki,Chew,60,bchewqx@psu.edu,Female,single,1,Bachelor's Degree,Unemployed,189536.08,240048.15,Yes,No,10005.32
971,Myrilla,Beathem,66,mbeathemqy@netvibes.com,Female,single,0,High School Diploma,Retired,229297.81,75678.46,Yes,Yes,8384.89
972,Pearla,Oldfield-Cherry,77,poldfieldcherryqz@reuters.com,Male,widowed,1,Master's Degree,Unemployed,51547.5,122925.67,No,No,8092.9
973,Dione,Calverd,89,dcalverdr0@microsoft.com,Male,divorced,4,PhD,Unemployed,221223.17,232784.39,Yes,No,12872.06
974,Arabela,Mutlow,42,amutlowr1@stanford.edu,Male,married,0,Master's Degree,Employed,112391.47,229868.45,No,Yes,9080.28
975,Harman,Gethen,89,hgethenr2@army.mil,Female,divorced,1,Bachelor's Degree,Retired,158052.25,149326.43,Yes,No,11989.44
976,Molly,Morena,56,mmorenar3@github.io,Female,divorced,4,PhD,Unemployed,244001.83,29560.2,Yes,Yes,12865.99
977,Heall,Barg,76,hbargr4@twitter.com,Male,divorced,2,PhD,Retired,206984.1,19463.77,No,Yes,7134.18
978,Arabelle,Belding,66,abeldingr5@twitter.com,Female,married,1,PhD,Retired,30395.4,234435.75,Yes,No,10201.55
979,Harli,Murty,61,hmurtyr6@meetup.com,Female,married,2,Bachelor's Degree,Employed,97846.46,30031.98,Yes,Yes,9721.11
980,Tim,Gasnell,35,tgasnellr7@redcross.org,Female,divorced,5,Master's Degree,Retired,61096.39,,Yes,Yes,7583.16
981,Gwen,Trowler,107,gtrowlerr8@usda.gov,Female,married,0,High School Diploma,Employed,116020.17,209562.46,Yes,Yes,13346.07
982,Austine,O'Hartagan,95,aohartaganr9@chronoengine.com,Female,widowed,4,Master's Degree,Unemployed,129692.22,79137.91,No,Yes,20065.2
983,Patti,Benger,81,pbengerra@miitbeian.gov.cn,Female,married,5,High School Diploma,Retired,16016.96,,Yes,No,23943.74
984,Roderic,D'Arrigo,98,rdarrigorb@xrea.com,Male,divorced,3,Master's Degree,Retired,101404.97,,No,Yes,17466.63
985,Godfry,Mesias,52,gmesiasrc@multiply.com,Female,single,4,Bachelor's Degree,Employed,176008.2,18631.24,Yes,No,19087.66
986,Thomasina,Supple,79,tsupplerd@reference.com,Female,widowed,0,Master's Degree,Unemployed,71907.64,152340.53,Yes,No,20198.05
987,Les,Stratz,92,lstratzre@cafepress.com,Female,widowed,5,Master's Degree,Employed,47050.99,,Yes,No,21580.78
988,Benoit,Yannikov,109,byannikovrf@bigcartel.com,Male,single,1,Master's Degree,Retired,248841.89,,Yes,Yes,1403.93
989,Happy,Whiff,43,hwhiffrg@nature.com,Male,single,1,High School Diploma,Unemployed,52479.17,28305.94,No,Yes,3624.19
990,Margarette,Simonson,72,msimonsonrh@virginia.edu,Female,widowed,1,PhD,Employed,209360.32,20509.51,Yes,No,18874.08
991,Rochelle,Hannigane,62,rhanniganeri@abc.net.au,Male,widowed,3,Master's Degree,Unemployed,66466.4,80698.85,Yes,No,10194.79
992,Saba,Colquit,100,scolquitrj@sfgate.com,Female,married,0,High School Diploma,Unemployed,247105.07,132133.72,No,No,18075.02
993,Alano,Balcon,34,abalconrk@gravatar.com,Female,divorced,1,Bachelor's Degree,Retired,151779.14,123336.03,No,No,10352.83
994,Hettie,Cary,21,hcaryrl@vkontakte.ru,Male,divorced,4,High School Diploma,Employed,192683.96,149167.91,No,Yes,1318.09
995,Eldredge,Butchart,117,ebutchartrm@prnewswire.com,Female,married,2,High School Diploma,Retired,215107.63,231844.88,No,Yes,5615.57
996,Ethe,Christopher,63,echristopherrn@altervista.org,Female,widowed,0,Master's Degree,Unemployed,52272.45,183208.81,No,Yes,18168.06
997,Mitzi,Elliott,43,melliottro@illinois.edu,Male,married,4,Bachelor's Degree,Unemployed,228822.8,168271.17,Yes,Yes,4064.78
998,Issiah,Edbrooke,99,iedbrookerp@shinystat.com,Male,single,3,Bachelor's Degree,Employed,229014.02,101081.94,Yes,Yes,24316.97
999,Lottie,Wimpeney,60,lwimpeneyrq@youtube.com,Female,single,3,PhD,Unemployed,161685.15,193654.15,No,No,20715.08
1000,Allyn,Lintot,113,alintotrr@geocities.jp,Male,married,0,PhD,Unemployed,85715.32,222836.02,No,Yes,18855.92
